IdSorteo,Numeros_Sorteo,Numeros_Prospecto,Aciertos,Numeros_Acertados,Numero_Superbalota,Superbalota_Acertada,Tipo_Sorteo
2518,(),"(1, 2, 6, 7, 8, 10, 11, 13, 17, 18, 21, 23, 26, 27, 29, 31, 33, 35, 36, 38, 40, 41)",0,(),16,False,Tr
