IdSorteo,Numeros_Sorteo,Numeros_Prospecto,Aciertos,Numeros_Acertados,Numero_Superbalota,Superbalota_Acertada,Tipo_Sorteo
2518,(),"(1, 2, 3, 6, 11, 14, 15, 17, 22, 27, 28, 29, 31, 32, 33, 34, 35, 38, 39, 41)",0,(),5,False,Re
