IdSorteo,Numeros_Sorteo,Numeros_Prospecto,Aciertos,Numeros_Acertados,Numero_Superbalota,Superbalota_Acertada
2274,"{35, 36, 41, 24, 26}","{1, 2, 3, 38, 7, 40, 10, 43, 11, 15, 21, 22, 26, 28, 29, 30}",2,[26],7,True
2275,"{9, 13, 15, 27, 31}","{38, 7, 8, 10, 43, 11, 15, 17, 29, 30}",1,[15],15,False
2276,"{2, 4, 39, 18, 23}","{3, 38, 7, 8, 10, 11, 43, 14, 17, 20, 22, 25, 29, 30}",0,[],5,False
2277,"{2, 37, 15, 16, 30}","{32, 3, 38, 7, 8, 10, 11, 43, 42, 14, 17, 20, 22, 25, 29, 30}",2,[30],3,True
2278,"{1, 34, 35, 16, 21}","{32, 33, 3, 5, 38, 7, 8, 6, 10, 42, 11, 12, 14, 17, 20, 22, 25, 29}",0,[],14,False
2279,"{4, 40, 17, 24, 27}","{32, 33, 3, 5, 6, 7, 38, 10, 42, 12, 11, 14, 17, 20, 22, 25, 29}",2,[17],4,True
2280,"{39, 21, 22, 23, 31}","{32, 33, 3, 36, 5, 6, 38, 7, 9, 42, 10, 12, 11, 14, 20, 25, 29}",1,[],6,True
2281,"{1, 4, 11, 22, 25}","{32, 33, 2, 3, 36, 5, 6, 38, 9, 42, 10, 12, 11, 20, 29}",1,[11],6,False
2282,"{4, 37, 5, 36, 7}","{32, 33, 2, 36, 5, 6, 38, 37, 9, 41, 10, 12, 13, 15, 18, 26, 29, 30}",3,"[5, 36, 37]",1,False
2283,"{3, 5, 12, 19, 20}","{32, 33, 2, 34, 6, 41, 9, 12, 13, 15, 18, 26, 30}",2,[12],5,True
2284,"{35, 11, 20, 24, 29}","{33, 34, 2, 6, 41, 9, 13, 15, 16, 18, 26, 27, 30}",0,[],2,False
2285,"{19, 21, 28, 29, 30}","{34, 2, 6, 40, 41, 13, 15, 16, 18, 22, 26, 27, 30}",2,[30],12,True
2286,"{32, 36, 15, 18, 19}","{1, 34, 2, 40, 41, 13, 15, 16, 18, 23, 26, 27}",2,"[18, 15]",8,False
2287,"{32, 37, 43, 17, 18}","{1, 34, 2, 4, 37, 40, 41, 13, 16, 22, 23, 26, 27, 31}",1,[37],6,False
2288,"{4, 10, 43, 13, 27}","{1, 2, 3, 4, 5, 7, 12, 13, 16, 22, 23, 25, 26, 27, 31, 34, 39, 40, 41}",3,"[27, 4, 13]",2,False
2289,"{33, 39, 7, 20, 26}","{1, 34, 3, 5, 39, 7, 40, 41, 12, 16, 20, 22, 23, 25, 26, 31}",5,"[26, 7, 20, 39]",7,True
2290,"{39, 9, 41, 13, 22}","{1, 3, 5, 40, 41, 11, 12, 16, 22, 23, 24, 25, 30, 31}",2,"[41, 22]",16,False
2291,"{8, 42, 26, 27, 28}","{3, 35, 5, 40, 11, 12, 15, 21, 23, 24, 25, 30, 31}",0,[],7,False
2292,"{32, 13, 14, 15, 25}","{35, 3, 5, 36, 37, 40, 11, 12, 15, 21, 23, 24, 25, 29, 30}",3,"[25, 15]",14,True
2293,"{33, 35, 6, 39, 14}","{35, 36, 37, 3, 5, 11, 12, 18, 21, 23, 24, 29, 30}",1,[35],14,False
2294,"{3, 5, 15, 25, 29}","{3, 36, 37, 4, 11, 12, 43, 18, 19, 20, 21, 22, 23, 24, 29, 30}",2,"[3, 29]",11,False
2295,"{35, 3, 4, 42, 23}","{36, 4, 37, 7, 9, 43, 11, 12, 17, 18, 19, 20, 21, 22, 23, 24, 30}",2,"[4, 23]",7,False
2296,"{1, 6, 39, 27, 29}","{36, 37, 7, 8, 9, 43, 11, 17, 18, 19, 20, 21, 22, 24, 27}",2,[27],8,True
2297,"{33, 6, 10, 21, 24}","{36, 37, 7, 8, 9, 10, 43, 11, 17, 18, 19, 20, 21, 22}",2,"[10, 21]",2,False
2298,"{2, 5, 40, 43, 23}","{32, 37, 7, 8, 9, 41, 43, 11, 13, 14, 17, 18, 19, 20, 22, 28}",1,[43],7,False
2299,"{39, 9, 41, 27, 30}","{32, 7, 8, 41, 9, 13, 14, 15, 17, 18, 19, 20, 22, 26, 28}",2,"[9, 41]",10,False
2300,"{1, 9, 16, 19, 31}","{32, 3, 7, 8, 42, 13, 14, 15, 17, 18, 19, 26, 28}",2,[19],16,True
2301,"{38, 9, 43, 13, 21}","{32, 3, 4, 42, 13, 14, 15, 17, 25, 26, 28}",1,[13],11,False
2302,"{3, 39, 40, 11, 14}","{32, 33, 35, 4, 3, 42, 14, 15, 25, 26, 28}",2,"[3, 14]",1,False
2303,"{35, 9, 11, 43, 13}","{32, 33, 2, 35, 4, 5, 42, 15, 24, 25, 26, 28, 29}",1,[35],7,False
2304,"{9, 42, 25, 27, 31}","{33, 2, 4, 5, 42, 15, 23, 24, 25, 26, 27, 29}",3,"[25, 42, 27]",4,False
2305,"{8, 42, 15, 23, 24}","{33, 1, 4, 5, 6, 23, 24, 26, 29, 30}",3,"[24, 23]",14,True
2306,"{32, 38, 43, 12, 16}","{1, 33, 2, 4, 5, 6, 38, 10, 16, 26, 29, 30}",2,"[16, 38]",11,False
2307,"{35, 37, 14, 26, 27}","{1, 2, 33, 4, 5, 6, 41, 10, 14, 21, 29, 30}",1,[14],3,False
2308,"{4, 16, 17, 23, 29}","{1, 2, 33, 4, 5, 6, 39, 40, 41, 10, 3, 19, 21, 29, 30}",2,"[4, 29]",3,False
2309,"{38, 41, 13, 15, 30}","{1, 2, 3, 6, 39, 40, 41, 10, 9, 11, 13, 19, 21, 30}",3,"[41, 13, 30]",3,False
2310,"{35, 10, 43, 27, 31}","{1, 2, 3, 6, 39, 8, 9, 10, 40, 11, 42, 19, 21}",1,[10],13,False
2311,"{33, 2, 35, 15, 27}","{3, 6, 39, 40, 9, 42, 11, 8, 12, 19, 21, 24, 25}",1,[],16,True
2312,"{32, 2, 13, 18, 19}","{32, 3, 37, 39, 40, 8, 42, 11, 12, 9, 14, 19, 21, 24, 25}",2,"[32, 19]",13,False
2313,"{40, 42, 14, 15, 21}","{3, 37, 39, 40, 8, 42, 11, 12, 14, 21, 24, 25}",5,"[40, 42, 21, 14]",11,True
2314,"{5, 6, 41, 17, 27}","{3, 4, 37, 38, 8, 11, 12, 16, 23, 24, 25}",0,[],13,False
2315,"{5, 9, 11, 14, 24}","{3, 4, 37, 38, 11, 12, 16, 23, 24, 25, 26, 29}",3,"[24, 11]",4,True
2316,"{5, 37, 19, 24, 25}","{33, 3, 4, 37, 38, 43, 12, 16, 23, 26, 29, 30}",1,[37],13,False
2317,"{32, 4, 7, 19, 23}","{33, 2, 35, 4, 3, 43, 12, 16, 23, 26, 29, 30, 31}",3,"[4, 23]",2,True
2318,"{3, 12, 22, 24, 25}","{33, 2, 35, 38, 42, 43, 12, 13, 15, 16, 18, 26, 29, 30, 31}",1,[12],6,False
2319,"{40, 19, 20, 29, 31}","{33, 35, 38, 40, 42, 43, 10, 13, 15, 16, 18, 21, 26, 27, 29, 30, 31}",3,"[40, 29, 31]",11,False
2320,"{3, 41, 10, 20, 31}","{33, 2, 35, 38, 9, 42, 10, 43, 13, 14, 15, 16, 18, 21, 26, 27, 30}",1,[10],6,False
2321,"{33, 5, 10, 11, 25}","{33, 2, 35, 5, 38, 37, 9, 42, 11, 13, 14, 15, 18, 21, 26, 27}",3,"[33, 11, 5]",4,False
2322,"{33, 4, 15, 23, 24}","{2, 37, 38, 6, 9, 42, 13, 14, 15, 17, 18, 21, 22, 26, 27}",1,[15],12,False
2323,"{37, 5, 43, 14, 22}","{32, 2, 37, 6, 9, 42, 12, 13, 14, 17, 18, 21, 22, 27}",4,"[37, 14, 22]",13,True
2324,"{4, 8, 16, 27, 31}","{32, 2, 6, 7, 9, 12, 13, 17, 18, 21, 27}",1,[27],7,False
2325,"{1, 3, 39, 20, 29}","{32, 6, 7, 40, 12, 17, 18, 20, 21}",1,[20],1,False
2326,"{33, 34, 9, 41, 43}","{32, 6, 7, 40, 12, 17, 18, 21}",0,[],7,False
2327,"{34, 42, 15, 18, 22}","{32, 6, 7, 40, 11, 12, 15, 17, 19, 22}",3,"[22, 15]",3,True
2328,"{38, 39, 7, 11, 28}","{32, 5, 6, 7, 40, 11, 12, 14, 17, 19, 23, 24, 25}",3,"[11, 7]",2,True
2329,"{32, 6, 39, 43, 29}","{5, 37, 6, 40, 8, 12, 14, 17, 19, 23, 24, 25, 27}",2,[6],16,True
2330,"{2, 3, 10, 21, 23}","{3, 4, 37, 5, 8, 40, 10, 12, 14, 16, 19, 20, 23, 24, 25, 27}",3,"[10, 3, 23]",14,False
2331,"{42, 13, 20, 24, 30}","{1, 33, 4, 37, 5, 8, 9, 40, 12, 14, 16, 19, 20, 24, 25, 27, 31}",2,"[24, 20]",12,False
2332,"{2, 36, 41, 20, 25}","{1, 33, 34, 4, 37, 5, 8, 9, 40, 14, 15, 16, 19, 22, 25, 27, 31}",2,[25],11,True
2333,"{41, 10, 15, 19, 21}","{1, 33, 34, 4, 37, 38, 8, 9, 14, 15, 16, 18, 22, 27, 31}",1,[15],10,False
2334,"{6, 22, 29, 30, 31}","{1, 33, 34, 4, 37, 38, 39, 8, 9, 43, 11, 16, 18, 22, 27, 31}",2,"[22, 31]",10,False
2335,"{37, 6, 40, 23, 25}","{32, 33, 1, 34, 4, 37, 38, 39, 7, 9, 3, 43, 11, 16, 18, 27, 28}",1,[37],15,False
2336,"{3, 36, 5, 12, 23}","{32, 33, 34, 3, 4, 39, 7, 42, 43, 11, 16, 18, 28}",2,[3],1,True
2337,"{4, 15, 26, 27, 29}","{32, 33, 34, 2, 38, 39, 7, 42, 43, 11, 13, 16, 18, 20, 24, 28}",0,[],9,False
2338,"{40, 20, 21, 26, 29}","{32, 34, 2, 38, 39, 7, 42, 11, 43, 13, 18, 20, 24, 28}",1,[20],9,False
2339,"{34, 43, 12, 18, 25}","{32, 34, 38, 7, 39, 42, 11, 43, 13, 18, 22, 24, 28}",4,"[18, 34, 43]",13,True
2340,"{33, 15, 22, 25, 28}","{32, 2, 38, 7, 39, 42, 11, 13, 22, 24, 28}",3,"[28, 22]",7,True
2341,"{33, 36, 5, 43, 20}","{32, 2, 3, 5, 38, 37, 41, 42, 11, 10, 13, 19, 24, 30, 31}",1,[5],10,False
2342,"{37, 5, 9, 19, 30}","{2, 3, 37, 38, 41, 10, 11, 13, 19, 23, 24, 27, 30, 31}",4,"[19, 37, 30]",6,True
2343,"{1, 2, 36, 12, 30}","{2, 3, 4, 6, 41, 10, 13, 23, 27, 31}",1,[2],1,False
2344,"{33, 3, 11, 18, 27}","{34, 3, 4, 6, 40, 41, 10, 13, 21, 23, 27, 29, 31}",2,"[27, 3]",9,False
2345,"{32, 8, 11, 13, 25}","{34, 4, 6, 40, 41, 10, 15, 21, 22, 23, 29, 31}",0,[],6,False
2346,"{5, 38, 16, 26, 28}","{34, 4, 6, 40, 41, 10, 43, 15, 20, 21, 22, 23, 26, 29}",1,[26],8,False
2347,"{3, 19, 26, 27, 29}","{34, 4, 6, 40, 9, 10, 43, 41, 15, 20, 21, 22, 23, 29}",1,[29],6,False
2348,"{42, 15, 18, 19, 30}","{34, 2, 4, 37, 6, 36, 40, 9, 10, 43, 12, 15, 20, 21, 22, 23}",2,[15],2,True
2349,"{9, 41, 11, 19, 28}","{33, 34, 2, 36, 37, 6, 4, 40, 9, 10, 43, 12, 1, 20, 21, 22, 23}",1,[9],9,False
2350,"{32, 35, 7, 11, 25}","{1, 33, 34, 36, 37, 8, 40, 43, 12, 20, 21, 22}",0,[],1,False
2351,"{11, 14, 16, 18, 19}","{1, 33, 2, 36, 37, 5, 34, 8, 40, 38, 43, 12, 13, 20}",1,[],15,True
2352,"{35, 39, 16, 25, 26}","{1, 33, 2, 36, 37, 5, 38, 8, 3, 12, 13, 27}",0,[],14,False
2353,"{35, 7, 41, 10, 12}","{1, 33, 3, 36, 5, 2, 37, 8, 38, 12, 13, 15, 27, 29}",1,[12],4,False
2354,"{42, 14, 25, 27, 30}","{33, 2, 3, 36, 5, 1, 37, 8, 9, 42, 13, 15, 27, 29, 30}",3,"[42, 27, 30]",8,False
2355,"{4, 5, 38, 17, 18}","{33, 2, 3, 36, 5, 38, 8, 9, 13, 15, 29}",2,"[5, 38]",3,False
2356,"{1, 6, 7, 17, 21}","{3, 9, 13, 15, 29}",0,[],13,False
2357,"{7, 11, 25, 28, 30}","{3, 9, 13, 15, 29}",0,[],9,False
2358,"{3, 9, 22, 26, 27}","{32, 3, 35, 39, 9, 12, 13, 16, 29}",2,"[9, 3]",1,False
2359,"{32, 33, 8, 13, 21}","{32, 35, 39, 12, 14, 16, 19}",1,[32],8,False
2360,"{36, 6, 41, 20, 31}","{35, 5, 38, 39, 41, 42, 12, 14, 16, 19}",1,[41],5,False
2361,"{37, 40, 42, 22, 27}","{35, 4, 5, 38, 39, 42, 12, 14, 16, 18, 19}",1,[42],14,False
2362,"{2, 43, 11, 16, 28}","{1, 35, 4, 5, 38, 39, 10, 12, 14, 16, 18, 19, 25}",1,[16],3,False
2363,"{1, 3, 39, 23, 27}","{1, 35, 4, 5, 38, 39, 7, 9, 10, 12, 14, 18, 19, 25, 30}",2,"[1, 39]",7,False
2364,"{4, 25, 26, 27, 30}","{33, 35, 4, 5, 38, 7, 8, 9, 10, 12, 14, 17, 18, 25, 30}",4,"[25, 4, 30]",4,True
2365,"{32, 36, 39, 19, 23}","{32, 33, 38, 7, 8, 9, 10, 12, 17, 18, 20, 21}",1,[32],11,False
2366,"{2, 38, 20, 21, 27}","{33, 38, 7, 8, 9, 10, 12, 13, 17, 18, 20, 21, 22}",3,"[20, 21, 38]",11,False
2367,"{33, 35, 36, 14, 24}","{33, 37, 7, 8, 9, 10, 42, 41, 13, 40, 17, 18, 22, 31}",1,[33],7,False
2368,"{2, 14, 20, 26, 28}","{3, 37, 6, 7, 40, 41, 42, 43, 10, 13, 8, 11, 16, 17, 18, 22, 31}",0,[],12,False
2369,"{39, 40, 43, 18, 20}","{3, 37, 6, 7, 40, 41, 42, 43, 11, 13, 8, 10, 16, 17, 22, 31}",2,"[40, 43]",14,False
2370,"{2, 41, 11, 26, 28}","{1, 3, 4, 37, 6, 41, 42, 11, 13, 16, 17, 22, 25, 30, 31}",3,"[41, 11]",5,True
2371,"{34, 6, 42, 14, 31}","{32, 1, 3, 4, 37, 6, 38, 42, 13, 16, 17, 22, 23, 25, 27, 30, 31}",3,"[42, 6, 31]",7,False
2372,"{1, 35, 8, 21, 27}","{32, 1, 33, 3, 4, 37, 38, 36, 13, 16, 17, 21, 23, 25, 27, 30}",4,"[1, 27, 21]",3,True
2373,"{34, 38, 43, 18, 21}","{32, 33, 3, 4, 36, 38, 37, 16, 19, 23, 24, 25, 30}",1,[38],14,False
2374,"{1, 34, 7, 11, 18}","{32, 33, 3, 4, 36, 39, 16, 19, 20, 23, 24, 25, 30}",1,[],11,True
2375,"{41, 42, 12, 22, 29}","{32, 33, 2, 3, 4, 36, 39, 40, 16, 19, 20, 23, 24, 30}",1,[],15,True
2376,"{34, 4, 42, 14, 23}","{32, 33, 2, 3, 36, 4, 39, 40, 14, 19, 20, 23, 24, 26, 28}",3,"[4, 14, 23]",7,False
2377,"{38, 6, 40, 17, 26}","{32, 33, 36, 39, 40, 8, 19, 20, 24, 26, 27, 28}",2,"[40, 26]",3,False
2378,"{39, 41, 19, 25, 26}","{33, 2, 35, 36, 39, 8, 20, 24, 27, 28, 31}",1,[39],15,False
2379,"{10, 42, 14, 23, 25}","{2, 35, 36, 8, 43, 20, 21, 24, 27, 28, 31}",1,[],4,True
2380,"{6, 42, 20, 24, 27}","{2, 35, 8, 43, 11, 12, 18, 21, 22, 24, 27, 28, 31}",2,"[24, 27]",16,False
2381,"{32, 1, 12, 25, 27}","{1, 2, 35, 34, 7, 8, 11, 43, 12, 18, 21, 22, 28, 29, 31}",3,"[1, 12]",8,True
2382,"{35, 40, 17, 22, 24}","{34, 35, 2, 38, 7, 8, 43, 11, 18, 21, 22, 28, 29, 31}",2,"[35, 22]",8,False
2383,"{32, 34, 9, 23, 29}","{34, 4, 38, 7, 8, 11, 43, 18, 21, 28, 29, 31}",3,"[34, 29]",7,True
2384,"{32, 2, 3, 8, 11}","{4, 38, 7, 39, 11, 43, 14, 18, 21, 26}",1,[11],16,False
2385,"{35, 36, 7, 21, 30}","{4, 38, 39, 7, 41, 42, 14, 18, 20, 21, 26}",3,"[21, 7]",11,True
2386,"{37, 41, 14, 20, 29}","{4, 38, 39, 41, 42, 12, 14, 18, 19, 20, 25, 26, 27}",4,"[41, 20, 14]",14,True
2387,"{2, 24, 25, 26, 30}","{4, 38, 39, 6, 42, 12, 19, 22, 25, 26, 27}",2,"[25, 26]",9,False
2388,"{3, 5, 40, 11, 12}","{1, 34, 4, 6, 39, 38, 9, 42, 40, 12, 10, 19, 22, 23, 27}",2,"[40, 12]",2,False
2389,"{2, 37, 43, 16, 31}","{1, 34, 4, 6, 39, 38, 9, 10, 42, 8, 19, 22, 23, 27}",1,[],5,True
2390,"{37, 38, 25, 26, 31}","{32, 1, 34, 36, 6, 38, 8, 9, 10, 42, 17, 19, 22, 23, 27}",2,[38],4,True
2391,"{32, 2, 35, 12, 31}","{32, 1, 34, 35, 36, 6, 8, 9, 10, 14, 17, 20, 21, 22, 23, 27}",3,"[32, 35]",3,True
2392,"{43, 19, 20, 26, 29}","{1, 34, 36, 6, 7, 8, 9, 10, 14, 17, 20, 21, 22, 23, 29}",2,"[20, 29]",9,False
2393,"{11, 13, 21, 23, 24}","{34, 3, 36, 5, 6, 7, 8, 9, 10, 41, 14, 17, 21, 23, 24, 30}",3,"[24, 21, 23]",6,False
2394,"{36, 20, 23, 25, 31}","{34, 3, 36, 5, 6, 7, 8, 41, 10, 40, 14, 17, 30}",1,[36],12,False
2395,"{38, 8, 10, 28, 30}","{34, 3, 2, 5, 7, 40, 41, 10, 8, 14, 16, 17, 30}",3,"[8, 10, 30]",10,False
2396,"{13, 16, 23, 26, 30}","{2, 3, 5, 37, 7, 40, 41, 12, 14, 16, 17}",2,[16],16,True
2397,"{4, 39, 11, 16, 21}","{32, 2, 3, 35, 37, 5, 7, 40, 41, 12, 17}",1,[],8,True
2398,"{2, 4, 41, 10, 27}","{32, 2, 35, 3, 37, 5, 40, 41, 43, 12, 17, 29}",2,"[41, 2]",2,False
2399,"{35, 42, 12, 19, 28}","{32, 35, 3, 37, 40, 43, 12, 20, 24, 25, 29}",3,"[35, 12]",4,True
2400,"{33, 5, 11, 14, 21}","{32, 3, 36, 37, 38, 40, 8, 43, 20, 24, 25, 29}",0,[],6,False
2401,"{39, 40, 41, 12, 18}","{32, 3, 36, 37, 38, 8, 40, 43, 20, 23, 24, 25, 29, 31}",2,[40],3,True
2402,"{7, 8, 14, 15, 19}","{32, 36, 37, 38, 8, 43, 20, 23, 24, 25, 26, 29, 30, 31}",1,[8],6,False
2403,"{37, 16, 22, 26, 27}","{2, 36, 38, 43, 13, 16, 20, 23, 24, 25, 26, 27, 29, 30, 31}",4,"[16, 26, 27]",9,True
2404,"{3, 38, 39, 19, 24}","{2, 36, 38, 13, 20, 23, 24, 29, 30, 31}",3,"[24, 38]",5,True
2405,"{5, 38, 16, 17, 29}","{33, 2, 35, 4, 36, 5, 42, 11, 13, 23, 28, 29, 30, 31}",2,"[29, 5]",7,False
2406,"{34, 4, 9, 15, 20}","{33, 35, 4, 42, 11, 12, 13, 21, 23, 28, 30}",1,[4],1,False
2407,"{6, 40, 10, 43, 18}","{33, 35, 40, 8, 42, 11, 12, 13, 10, 14, 18, 21, 28}",4,"[40, 10, 18]",16,True
2408,"{39, 12, 17, 22, 23}","{33, 35, 8, 41, 42, 11, 12, 13, 14, 21, 22, 27, 28}",2,"[12, 22]",13,False
2409,"{33, 4, 7, 21, 25}","{33, 2, 35, 37, 8, 41, 42, 11, 13, 14, 21, 26, 27, 28}",2,"[33, 21]",16,False
2410,"{36, 6, 43, 13, 20}","{35, 3, 37, 5, 38, 8, 41, 11, 13, 14, 24, 26, 27, 28}",1,[13],9,False
2411,"{32, 4, 5, 16, 21}","{34, 3, 37, 5, 38, 8, 41, 9, 11, 14, 15, 16, 24, 26, 27, 28, 29}",2,"[16, 5]",14,False
2412,"{32, 9, 43, 19, 27}","{34, 3, 37, 38, 8, 9, 41, 14, 15, 19, 24, 26, 27, 28, 29}",4,"[27, 9, 19]",2,True
2413,"{32, 42, 14, 18, 26}","{34, 3, 37, 38, 39, 8, 41, 40, 12, 15, 18, 22, 23, 24, 26, 29}",2,"[18, 26]",1,False
2414,"{3, 36, 11, 21, 22}","{34, 3, 37, 38, 39, 40, 41, 12, 15, 22, 23, 24, 25, 29}",2,"[3, 22]",11,False
2415,"{6, 7, 41, 18, 25}","{33, 34, 37, 38, 39, 40, 12, 15, 20, 23, 24, 25, 29}",1,[25],16,False
2416,"{33, 36, 39, 43, 16}","{33, 34, 37, 38, 39, 40, 5, 10, 12, 15, 17, 20, 23, 24, 29}",3,"[33, 39]",6,True
2417,"{2, 3, 10, 43, 29}","{34, 4, 5, 38, 40, 9, 10, 12, 13, 15, 17, 20, 23, 27, 29}",2,"[10, 29]",16,False
2418,"{36, 6, 41, 29, 31}","{34, 4, 5, 38, 40, 9, 12, 13, 14, 17, 20, 23, 27}",0,[],6,False
2419,"{32, 38, 41, 19, 25}","{32, 34, 4, 5, 40, 9, 42, 11, 12, 13, 14, 17, 20, 22, 23, 26, 27}",2,[32],13,True
2420,"{32, 2, 38, 42, 24}","{4, 5, 40, 9, 42, 11, 12, 13, 14, 17, 20, 21, 22, 23, 26, 27}",1,[42],10,False
2421,"{34, 5, 43, 21, 24}","{4, 5, 39, 9, 11, 13, 14, 17, 18, 21, 22, 23, 26, 27}",2,"[21, 5]",3,False
2422,"{1, 36, 41, 42, 21}","{33, 4, 39, 7, 9, 11, 13, 14, 16, 17, 18, 22, 26, 27}",0,[],16,False
2423,"{1, 39, 12, 18, 26}","{33, 3, 4, 39, 7, 11, 13, 14, 16, 17, 18, 22, 26}",4,"[18, 26, 39]",11,True
2424,"{3, 9, 13, 21, 27}","{33, 3, 6, 7, 11, 13, 16, 17, 22, 25, 29}",2,"[3, 13]",7,False
2425,"{33, 4, 37, 10, 15}","{33, 2, 6, 7, 38, 16, 25, 29, 31}",2,[33],1,True
2426,"{32, 42, 20, 21, 23}","{32, 34, 2, 5, 6, 7, 38, 11, 43, 16, 25, 29, 31}",2,[32],14,True
2427,"{1, 3, 39, 21, 30}","{34, 36, 5, 6, 38, 7, 43, 16, 19, 24, 25, 29, 31}",0,[],15,False
2428,"{6, 7, 42, 11, 27}","{2, 34, 36, 5, 38, 6, 41, 43, 12, 16, 19, 24, 25, 29, 31}",1,[6],15,False
2429,"{1, 34, 8, 9, 22}","{2, 36, 5, 38, 41, 9, 43, 12, 18, 19, 24, 25, 26, 29, 31}",2,[9],2,True
2430,"{36, 43, 12, 17, 22}","{2, 36, 5, 38, 41, 43, 12, 15, 18, 19, 24, 26, 29, 31}",3,"[43, 36, 12]",11,False
2431,"{35, 6, 19, 23, 27}","{33, 2, 5, 38, 37, 41, 13, 15, 18, 19, 20, 24, 26, 29}",2,[19],10,True
2432,"{6, 12, 24, 25, 28}","{32, 33, 4, 37, 38, 39, 41, 13, 15, 18, 20, 21, 24, 26}",1,[24],15,False
2433,"{32, 39, 41, 43, 31}","{32, 33, 3, 4, 37, 38, 39, 41, 42, 13, 15, 18, 20, 21, 26, 30}",3,"[32, 41, 39]",11,False
2434,"{33, 41, 14, 18, 22}","{33, 34, 3, 4, 37, 8, 9, 42, 10, 11, 13, 15, 18, 20, 21, 26, 30}",3,"[33, 18]",13,True
2435,"{2, 35, 42, 16, 18}","{1, 34, 3, 4, 37, 36, 7, 8, 9, 42, 11, 10, 13, 15, 20, 21, 26, 30}",2,[42],6,True
2436,"{1, 33, 35, 8, 11}","{1, 34, 3, 4, 37, 36, 7, 8, 9, 10, 11, 13, 15, 20, 21, 23, 27, 30}",3,"[8, 1, 11]",6,False
2437,"{2, 35, 37, 12, 15}","{34, 3, 36, 37, 4, 7, 9, 10, 12, 13, 21, 23, 27, 30}",2,"[12, 37]",9,False
2438,"{36, 5, 16, 17, 27}","{34, 3, 36, 4, 6, 7, 9, 10, 43, 13, 21, 23, 24, 25, 27, 28, 30}",2,"[27, 36]",4,False
2439,"{37, 5, 42, 12, 17}","{32, 34, 3, 6, 7, 39, 9, 10, 43, 14, 19, 22, 23, 24, 25, 28}",0,[],12,False
2440,"{36, 37, 9, 41, 21}","{32, 34, 3, 6, 39, 7, 10, 43, 14, 19, 22, 23, 24, 25, 28, 31}",0,[],9,False
2441,"{1, 39, 41, 9, 21}","{32, 34, 6, 39, 8, 10, 43, 14, 18, 19, 22, 23, 24, 25, 28, 31}",1,[39],15,False
2442,"{39, 10, 14, 19, 24}","{32, 33, 34, 2, 6, 8, 43, 11, 14, 15, 18, 19, 22, 23, 24, 25, 28, 31}",3,"[24, 19, 14]",5,False
2443,"{40, 18, 19, 26, 29}","{32, 33, 2, 35, 6, 8, 11, 43, 15, 18, 22, 23, 27, 28, 31}",2,[18],1,True
2444,"{1, 34, 4, 43, 13}","{32, 33, 35, 5, 6, 8, 42, 11, 12, 15, 16, 22, 23, 27, 28, 31}",0,[],16,False
2445,"{1, 4, 11, 43, 21}","{33, 2, 35, 36, 5, 6, 8, 42, 11, 12, 15, 16, 27, 28, 31}",1,[11],4,False
2446,"{6, 42, 14, 15, 29}","{33, 2, 35, 36, 5, 37, 8, 9, 42, 12, 15, 16, 27, 28}",3,"[42, 15]",14,True
2447,"{1, 39, 9, 19, 29}","{33, 2, 35, 36, 37, 5, 8, 9, 41, 12, 16, 17, 27}",2,[9],6,True
