IdSorteo,Numeros_Sorteo,Numeros_Prospecto,Aciertos,Numeros_Acertados,Numero_Superbalota,Superbalota_Acertada
2263,"{8, 40, 42, 18, 27}","{32, 1, 34, 36, 37, 39, 40, 41, 12, 18, 21, 23, 24, 25, 31}",2,"[40, 18]",8,False
2264,"{37, 38, 8, 12, 23}","{32, 1, 34, 37, 39, 41, 43, 12, 14, 21, 23, 24, 25}",4,"[12, 37, 23]",16,True
2265,"{5, 6, 42, 18, 26}","{32, 1, 34, 4, 39, 41, 43, 14, 21, 22, 24, 25}",0,[],9,False
2266,"{38, 9, 21, 23, 28}","{32, 1, 34, 33, 4, 36, 39, 9, 43, 14, 16, 22, 25, 29}",1,[9],12,False
2267,"{7, 20, 25, 26, 30}","{32, 1, 33, 35, 4, 36, 34, 39, 43, 13, 14, 16, 22, 25, 29}",1,[25],11,False
2268,"{1, 35, 36, 39, 19}","{33, 35, 4, 36, 40, 43, 13, 14, 16, 22, 29}",2,"[35, 36]",8,False
2269,"{5, 7, 10, 13, 31}","{33, 4, 40, 8, 11, 12, 13, 14, 16, 17, 27, 29}",1,[13],14,False
2270,"{32, 35, 10, 16, 26}","{6, 8, 40, 42, 11, 12, 17, 27, 28, 29}",0,[],14,False
2271,"{37, 38, 20, 26, 29}","{6, 38, 8, 42, 11, 12, 17, 21, 27, 28}",1,[38],12,False
2272,"{1, 38, 39, 41, 12}","{36, 6, 8, 9, 42, 11, 12, 17, 21, 23, 27, 28, 30}",2,[12],16,True
2273,"{1, 5, 11, 28, 31}","{36, 6, 8, 9, 42, 11, 17, 18, 21, 23, 27, 30}",1,[11],15,False
2274,"{36, 37, 40, 23, 30}","{6, 9, 42, 18, 19, 23, 25, 27, 30}",2,"[30, 23]",11,False
2275,"{33, 3, 7, 40, 24}","{32, 6, 7, 8, 9, 42, 13, 16, 18, 19, 21, 25, 26, 27}",1,[7],14,False
2276,"{33, 34, 3, 7, 16}","{32, 9, 42, 10, 13, 16, 18, 19, 21, 25}",1,[16],3,False
2277,"{1, 5, 9, 19, 31}","{32, 35, 38, 10, 42, 12, 13, 18, 19, 20, 21, 25, 26}",2,[19],13,True
2278,"{2, 37, 20, 23, 27}","{32, 35, 36, 38, 39, 41, 42, 10, 12, 13, 18, 20, 21, 25, 26, 28}",2,[20],8,True
2279,"{7, 8, 16, 19, 30}","{32, 35, 36, 38, 39, 41, 42, 12, 13, 21, 25, 26, 28, 29, 30}",1,[30],5,False
2280,"{14, 16, 24, 29, 30}","{32, 33, 35, 36, 38, 39, 40, 41, 10, 12, 13, 24, 25, 26, 28, 29}",2,"[24, 29]",3,False
2281,"{33, 40, 20, 24, 27}","{32, 33, 35, 36, 3, 38, 39, 40, 41, 10, 11, 12, 13, 25, 28}",3,"[40, 33]",12,True
2282,"{4, 5, 18, 22, 29}","{1, 34, 3, 36, 5, 38, 39, 41, 10, 11, 13, 25, 28, 31}",1,[5],2,False
2283,"{32, 40, 10, 42, 27}","{1, 34, 3, 36, 38, 39, 41, 9, 11, 10, 28, 31}",2,[10],14,True
2284,"{32, 4, 17, 19, 23}","{1, 34, 3, 36, 38, 39, 8, 9, 41, 11, 23, 28, 31}",2,[23],9,True
2285,"{33, 37, 5, 43, 26}","{1, 34, 3, 33, 36, 2, 7, 8, 9, 41, 11, 16, 30, 31}",1,[33],4,False
2286,"{3, 37, 43, 13, 21}","{1, 2, 34, 3, 7, 8, 9, 11, 16, 24, 30, 31}",1,[3],13,False
2287,"{3, 40, 12, 15, 28}","{1, 2, 34, 7, 8, 9, 11, 16, 20, 24, 30, 31}",0,[],1,False
2288,"{2, 35, 39, 16, 25}","{1, 2, 7, 8, 11, 14, 16, 20, 24, 27, 31}",3,"[16, 2]",11,True
2289,"{34, 3, 39, 14, 19}","{32, 33, 7, 8, 10, 42, 14, 20, 22, 24, 26, 27, 30}",2,[14],12,True
2290,"{1, 3, 38, 24, 30}","{32, 33, 4, 5, 8, 42, 10, 18, 20, 22, 23, 24, 27, 29, 30}",2,"[24, 30]",10,False
2291,"{32, 4, 10, 17, 23}","{32, 33, 4, 5, 42, 43, 10, 17, 18, 20, 21, 22, 23, 26, 27, 29}",5,"[32, 4, 10, 17, 23]",2,False
2292,"{33, 35, 5, 18, 31}","{33, 5, 40, 42, 43, 18, 20, 21, 22, 26, 27, 28, 29}",3,"[33, 18, 5]",10,False
2293,"{33, 34, 37, 18, 30}","{37, 40, 42, 43, 12, 13, 16, 20, 21, 22, 26, 27, 28, 29}",2,[37],8,True
2294,"{1, 3, 36, 11, 26}","{40, 42, 43, 12, 13, 16, 21, 26, 27, 28, 29}",1,[26],2,False
2295,"{33, 3, 7, 20, 25}","{38, 39, 40, 42, 43, 12, 13, 15, 16, 19, 21, 24, 27, 28, 29}",0,[],1,False
2296,"{32, 35, 5, 13, 16}","{2, 38, 39, 40, 42, 12, 13, 15, 16, 19, 21, 24, 28}",3,"[16, 13]",4,True
2297,"{5, 8, 9, 41, 24}","{2, 4, 38, 39, 42, 10, 12, 14, 15, 19, 21, 23, 24, 28, 31}",1,[24],7,False
2298,"{3, 6, 13, 16, 25}","{2, 4, 36, 38, 39, 10, 14, 15, 17, 19, 21, 23, 26, 28, 30, 31}",0,[],4,False
2299,"{4, 8, 12, 20, 30}","{1, 2, 4, 10, 14, 15, 17, 19, 21, 23, 26, 28, 30, 31, 33, 34, 36, 38, 39}",2,"[4, 30]",16,False
2300,"{36, 39, 43, 11, 29}","{33, 2, 34, 1, 36, 38, 39, 37, 10, 14, 15, 17, 19, 21, 23, 26, 31}",3,"[36, 39]",13,True
2301,"{36, 40, 42, 12, 26}","{32, 1, 34, 2, 33, 37, 38, 7, 10, 14, 17, 18, 19, 23, 26, 31}",2,[26],12,True
2302,"{34, 41, 26, 28, 31}","{32, 1, 34, 33, 2, 37, 38, 7, 5, 10, 14, 17, 18, 23, 24, 31}",2,"[34, 31]",14,False
2303,"{2, 3, 13, 20, 30}","{32, 1, 33, 35, 3, 5, 37, 7, 2, 6, 10, 9, 14, 16, 17, 18, 23, 24}",2,"[2, 3]",3,False
2304,"{37, 5, 7, 12, 29}","{32, 1, 35, 5, 37, 7, 6, 9, 10, 8, 14, 16, 18, 23, 24}",4,"[5, 37, 7]",9,True
2305,"{4, 42, 19, 23, 30}","{32, 1, 35, 36, 4, 6, 8, 9, 10, 43, 16, 18, 23, 24, 25}",3,"[4, 23]",1,True
2306,"{5, 10, 43, 25, 27}","{32, 35, 36, 6, 39, 8, 9, 10, 43, 40, 16, 18, 24, 25, 26}",3,"[25, 10, 43]",12,False
2307,"{34, 4, 38, 12, 19}","{32, 35, 36, 6, 39, 8, 9, 40, 16, 24, 26, 28}",0,[],13,False
2308,"{41, 15, 18, 21, 31}","{3, 36, 6, 39, 8, 40, 9, 11, 41, 16, 24, 26, 28, 31}",2,"[41, 31]",12,False
2309,"{38, 16, 17, 28, 30}","{3, 36, 6, 39, 40, 8, 11, 13, 20, 26, 28}",1,[28],6,False
2310,"{36, 39, 42, 43, 27}","{3, 36, 39, 7, 40, 8, 11, 13, 20, 26}",3,"[36, 39]",11,True
2311,"{36, 41, 15, 16, 25}","{2, 3, 5, 37, 7, 11, 13, 20, 26}",1,[],2,True
2312,"{32, 33, 3, 21, 23}","{2, 3, 5, 37, 7, 11, 12, 13, 20, 23, 29}",2,"[3, 23]",9,False
2313,"{2, 4, 40, 24, 31}","{2, 34, 4, 37, 5, 7, 10, 11, 12, 13, 19, 20, 29}",2,"[2, 4]",15,False
2314,"{6, 43, 20, 27, 29}","{34, 37, 5, 7, 38, 10, 11, 12, 13, 19, 20, 29, 30}",2,"[20, 29]",9,False
2315,"{14, 20, 25, 29, 30}","{34, 36, 37, 38, 5, 7, 10, 11, 12, 13, 19, 28, 30}",1,[30],9,False
2316,"{36, 37, 19, 24, 26}","{33, 34, 36, 37, 38, 39, 10, 42, 12, 13, 16, 17, 18, 19, 28}",3,"[19, 36, 37]",5,False
2317,"{6, 40, 42, 18, 27}","{33, 34, 3, 38, 39, 41, 10, 42, 16, 17, 18, 21, 28}",3,"[42, 18]",7,True
2318,"{33, 2, 16, 20, 31}","{32, 33, 34, 3, 38, 39, 41, 10, 16, 17, 21, 28}",3,"[16, 33]",4,True
2319,"{37, 39, 13, 18, 26}","{32, 3, 4, 38, 39, 41, 10, 43, 15, 17, 21, 23, 28}",2,[39],1,True
2320,"{42, 13, 17, 27, 28}","{32, 3, 4, 38, 41, 10, 43, 15, 17, 21, 23, 28, 30}",3,"[17, 28]",3,True
2321,"{2, 3, 4, 5, 20}","{32, 3, 4, 36, 38, 41, 10, 43, 15, 21, 23, 24, 30}",2,"[3, 4]",3,False
2322,"{37, 8, 10, 16, 19}","{32, 36, 6, 40, 41, 10, 43, 15, 19, 21, 23, 24, 25, 30}",3,"[10, 19]",12,True
2323,"{1, 34, 10, 14, 17}","{32, 33, 36, 6, 40, 41, 43, 14, 15, 21, 23, 24, 25, 26, 29, 30, 31}",1,[14],7,False
2324,"{37, 6, 15, 16, 18}","{33, 36, 6, 40, 41, 15, 21, 23, 24, 25, 26, 29, 30, 31}",3,"[6, 15]",9,True
2325,"{14, 16, 21, 27, 29}","{33, 36, 39, 40, 21, 23, 24, 25, 26, 27, 29, 30, 31}",3,"[29, 27, 21]",5,False
2326,"{38, 41, 43, 17, 27}","{33, 3, 36, 5, 39, 40, 42, 13, 23, 24, 25, 26, 30, 31}",0,[],5,False
2327,"{33, 36, 38, 16, 31}","{3, 4, 5, 39, 40, 8, 42, 13, 20, 24, 25, 26, 28, 30, 31}",1,[31],5,False
2328,"{34, 3, 36, 39, 21}","{3, 4, 5, 39, 8, 42, 13, 19, 20, 25, 26, 28}",3,"[3, 39]",15,True
2329,"{33, 39, 8, 41, 42}","{1, 2, 4, 5, 6, 8, 42, 13, 19, 20, 25, 28}",3,"[8, 42]",1,True
2330,"{37, 8, 9, 40, 30}","{1, 2, 4, 5, 6, 10, 13, 19, 20, 28}",0,[],10,False
2331,"{35, 3, 13, 20, 30}","{1, 2, 4, 5, 6, 10, 43, 13, 19, 20, 27, 28}",2,"[20, 13]",14,False
2332,"{40, 13, 14, 23, 25}","{1, 2, 4, 6, 38, 10, 43, 15, 16, 18, 19, 27, 28}",1,[],11,True
2333,"{4, 8, 10, 15, 18}","{1, 2, 36, 4, 6, 38, 10, 43, 15, 16, 17, 18, 19, 21, 27, 29, 31}",4,"[10, 18, 4, 15]",8,False
2334,"{2, 3, 40, 21, 27}","{33, 2, 1, 36, 34, 38, 6, 43, 16, 17, 19, 21, 27, 29, 31}",4,"[2, 27, 21]",9,True
2335,"{32, 39, 10, 14, 26}","{33, 34, 1, 36, 38, 6, 39, 41, 42, 43, 16, 17, 29, 31}",1,[39],11,False
2336,"{2, 7, 13, 25, 29}","{33, 34, 36, 38, 41, 42, 43, 9, 16, 17, 29, 30, 31}",1,[29],10,False
2337,"{35, 3, 36, 6, 28}","{33, 34, 36, 37, 38, 9, 42, 41, 17, 20, 30, 31}",2,[36],5,True
2338,"{2, 5, 14, 30, 31}","{34, 37, 38, 8, 9, 42, 41, 17, 20, 30, 31}",2,"[30, 31]",14,False
2339,"{35, 37, 6, 10, 18}","{34, 4, 37, 38, 8, 9, 42, 41, 40, 20, 21, 23, 26, 27}",1,[37],13,False
2340,"{37, 7, 10, 12, 27}","{4, 40, 9, 8, 42, 41, 20, 21, 23, 26, 27}",2,[27],15,True
2341,"{5, 8, 17, 27, 31}","{32, 4, 39, 8, 40, 9, 42, 41, 15, 20, 21, 23, 26}",1,[8],16,False
2342,"{32, 34, 36, 11, 14}","{32, 3, 4, 36, 39, 40, 41, 42, 9, 13, 15, 20, 21, 23, 26}",3,"[32, 36]",8,True
2343,"{1, 4, 16, 26, 27}","{3, 4, 39, 40, 13, 15, 21, 23, 25, 26, 30}",2,"[26, 4]",14,False
2344,"{34, 42, 17, 18, 28}","{3, 6, 39, 13, 15, 21, 23, 25, 28, 29, 30}",1,[28],12,False
2345,"{35, 5, 39, 8, 15}","{2, 3, 35, 6, 39, 12, 13, 15, 21, 23, 25, 29, 30}",3,"[35, 15, 39]",12,False
2346,"{36, 12, 16, 17, 28}","{2, 3, 6, 7, 10, 12, 13, 21, 23, 25, 29, 30}",1,[12],13,False
2347,"{38, 9, 43, 14, 22}","{2, 37, 6, 7, 10, 13, 21, 23, 25, 26, 29, 30, 31}",0,[],14,False
2348,"{32, 35, 37, 17, 30}","{32, 2, 37, 6, 7, 10, 13, 21, 25, 26, 27, 29, 30, 31}",4,"[32, 37, 30]",9,True
2349,"{37, 42, 14, 18, 26}","{2, 4, 6, 7, 10, 25, 26, 27, 29, 31}",2,[26],7,True
2350,"{1, 36, 10, 11, 23}","{1, 2, 34, 4, 5, 6, 7, 8, 10, 11, 25, 27, 31}",3,"[1, 10, 11]",4,False
2351,"{2, 34, 37, 27, 30}","{34, 2, 4, 5, 7, 8, 39, 16, 27, 31}",3,"[2, 27, 34]",14,False
2352,"{5, 41, 15, 20, 29}","{4, 5, 39, 8, 43, 12, 16}",1,[5],6,False
2353,"{33, 2, 36, 18, 26}","{4, 38, 39, 8, 43, 12, 16, 28}",0,[],1,False
2354,"{37, 40, 42, 12, 18}","{32, 35, 4, 38, 39, 8, 9, 43, 12, 16, 22, 28}",1,[12],1,False
2355,"{38, 16, 19, 24, 27}","{32, 35, 4, 38, 39, 8, 9, 43, 16, 17, 22, 28}",3,"[16, 38]",8,True
2356,"{32, 39, 42, 22, 30}","{32, 35, 39, 8, 9, 10, 43, 14, 17, 22, 28, 30}",4,"[32, 30, 22, 39]",7,False
2357,"{33, 5, 41, 11, 12}","{1, 34, 35, 5, 9, 10, 43, 14, 17, 23, 28}",1,[5],4,False
2358,"{35, 42, 15, 23, 26}","{1, 34, 35, 36, 9, 10, 14, 17, 20, 23, 26, 28}",3,"[26, 35, 23]",3,False
2359,"{32, 35, 39, 24, 28}","{1, 34, 36, 40, 9, 10, 14, 17, 20}",1,[],16,True
2360,"{1, 3, 5, 14, 28}","{1, 34, 2, 36, 40, 10, 14, 16, 18, 20, 27, 29}",2,"[1, 14]",8,False
2361,"{2, 10, 12, 17, 25}","{2, 34, 36, 37, 38, 40, 10, 16, 18, 19, 20, 27, 29, 30}",3,"[2, 10]",12,True
2362,"{6, 8, 9, 43, 13}","{33, 34, 36, 37, 38, 40, 16, 18, 19, 20, 27, 29, 30}",0,[],11,False
2363,"{37, 17, 21, 26, 29}","{33, 36, 37, 38, 40, 41, 42, 16, 18, 19, 20, 22, 26, 27, 29, 30}",3,"[26, 29, 37]",4,False
2364,"{36, 41, 11, 29, 30}","{33, 38, 40, 41, 42, 16, 18, 19, 20, 22, 24, 27, 30}",2,"[41, 30]",2,False
2365,"{37, 8, 16, 20, 27}","{32, 33, 3, 35, 5, 38, 39, 42, 16, 18, 19, 22, 23, 24, 27}",2,"[16, 27]",4,False
2366,"{7, 10, 11, 13, 25}","{32, 33, 35, 3, 5, 38, 39, 42, 12, 15, 18, 19, 22, 23, 24}",1,[],1,True
2367,"{33, 15, 24, 28, 29}","{32, 1, 35, 3, 5, 38, 39, 6, 42, 43, 12, 14, 15, 19, 22, 23, 24, 28}",4,"[24, 28, 15]",13,True
2368,"{34, 4, 8, 40, 24}","{32, 1, 2, 35, 3, 5, 6, 39, 38, 42, 43, 12, 14, 19, 22, 23, 26}",0,[],5,False
2369,"{36, 5, 10, 16, 29}","{32, 1, 2, 35, 36, 6, 39, 9, 43, 12, 14, 21, 22, 23, 26, 30}",1,[36],13,False
2370,"{2, 35, 4, 22, 29}","{1, 2, 3, 6, 9, 12, 14, 17, 21, 22, 23, 26, 27, 30, 32, 35, 39, 41, 42, 43}",4,"[2, 35, 22]",16,True
2371,"{9, 14, 22, 24, 29}","{32, 1, 6, 39, 9, 41, 43, 12, 42, 14, 17, 20, 21, 23, 26, 27, 30}",2,"[9, 14]",1,False
2372,"{3, 37, 40, 16, 19}","{33, 1, 37, 6, 7, 41, 43, 13, 17, 20, 21, 23, 26, 27, 30}",2,[37],7,True
2373,"{2, 4, 14, 21, 28}","{33, 6, 7, 8, 41, 13, 17, 20, 21, 23, 25, 27, 30}",1,[21],7,False
2374,"{37, 16, 22, 29, 30}","{33, 34, 36, 5, 6, 7, 8, 41, 11, 13, 17, 20, 25, 27, 30}",2,[30],2,True
2375,"{2, 5, 27, 28, 30}","{33, 34, 36, 5, 7, 8, 41, 10, 11, 13, 15, 20, 25, 27}",3,"[27, 5]",4,True
2376,"{4, 37, 26, 28, 29}","{33, 34, 35, 36, 7, 8, 41, 10, 11, 13, 15, 20, 24, 25}",0,[],1,False
2377,"{2, 9, 43, 18, 26}","{34, 35, 36, 3, 7, 8, 41, 10, 11, 40, 13, 15, 20, 24, 25}",0,[],13,False
2378,"{1, 5, 9, 43, 13}","{34, 35, 3, 36, 7, 40, 8, 10, 11, 41, 13, 15, 19, 24, 25}",1,[13],16,False
2379,"{1, 42, 14, 18, 21}","{34, 35, 3, 36, 40, 8, 10, 11, 15, 16, 19, 21, 24, 25}",1,[21],12,False
2380,"{33, 9, 19, 21, 24}","{35, 3, 40, 10, 11, 15, 16, 19, 24, 25, 27, 30}",2,"[24, 19]",15,False
2381,"{39, 19, 21, 28, 29}","{35, 3, 40, 10, 11, 16, 25, 27, 30}",0,[],9,False
2382,"{32, 14, 16, 24, 27}","{3, 4, 37, 40, 10, 11, 16, 22, 26, 27, 30}",2,"[16, 27]",16,False
2383,"{32, 41, 10, 14, 21}","{4, 37, 5, 10, 43, 22, 26, 30}",1,[10],8,False
2384,"{1, 34, 39, 8, 19}","{2, 4, 37, 5, 42, 43, 13, 22, 26, 30}",0,[],3,False
2385,"{34, 15, 18, 23, 30}","{33, 2, 4, 37, 5, 42, 43, 13, 18, 22, 26, 30}",3,"[18, 30]",1,True
2386,"{9, 41, 11, 21, 24}","{33, 2, 4, 37, 5, 9, 42, 43, 13, 22, 26}",2,[9],6,True
2387,"{41, 43, 13, 17, 24}","{33, 2, 4, 37, 5, 42, 43, 13, 16, 22, 27, 28}",2,"[43, 13]",10,False
2388,"{34, 36, 6, 39, 30}","{33, 2, 4, 5, 42, 16, 22, 27, 28, 29}",0,[],14,False
2389,"{4, 37, 10, 11, 30}","{32, 33, 2, 8, 42, 10, 14, 16, 27, 28, 29}",2,[10],13,True
2390,"{40, 43, 20, 30, 31}","{32, 2, 8, 42, 14, 16, 19, 27, 28, 29}",1,[],9,True
2391,"{37, 7, 9, 41, 12}","{32, 1, 8, 42, 14, 16, 18, 19, 21, 27, 28, 29}",1,[],7,True
2392,"{32, 34, 7, 9, 41}","{32, 1, 8, 42, 14, 18, 19, 21, 23, 24, 27, 28, 29}",1,[32],10,False
2393,"{1, 2, 15, 21, 23}","{1, 36, 6, 8, 14, 15, 18, 19, 21, 23, 24, 27}",4,"[1, 23, 21, 15]",13,False
2394,"{2, 4, 21, 24, 29}","{36, 6, 39, 8, 13, 14, 17, 18, 19, 24}",2,[24],2,True
2395,"{34, 35, 36, 24, 29}","{36, 6, 39, 8, 40, 10, 43, 13, 14, 17, 18, 19, 30}",2,[36],14,True
2396,"{33, 36, 13, 24, 25}","{6, 39, 40, 8, 10, 43, 13, 17, 18, 19, 30, 31}",2,[13],15,True
2397,"{35, 38, 42, 12, 23}","{37, 6, 39, 40, 41, 10, 43, 11, 12, 17, 18, 20, 30, 31}",2,[12],1,True
2398,"{3, 4, 6, 15, 23}","{32, 37, 6, 39, 40, 41, 10, 11, 43, 7, 9, 17, 20, 30, 31}",1,[6],10,False
2399,"{1, 35, 10, 16, 27}","{32, 37, 7, 39, 9, 10, 11, 41, 40, 43, 17, 20, 21, 30, 31}",1,[10],13,False
2400,"{5, 37, 11, 16, 17}","{32, 37, 7, 40, 9, 41, 11, 43, 39, 20, 21, 30, 31}",2,"[11, 37]",13,False
2401,"{37, 7, 12, 27, 28}","{32, 33, 34, 2, 36, 7, 9, 41, 20, 21, 24, 30, 31}",1,[7],16,False
2402,"{38, 18, 19, 23, 25}","{32, 33, 2, 34, 36, 41, 9, 20, 21, 24, 29, 31}",1,[],14,True
2403,"{40, 10, 26, 28, 29}","{32, 33, 2, 34, 36, 3, 41, 9, 42, 20, 21, 24, 29, 31}",1,[29],15,False
2404,"{8, 41, 18, 20, 28}","{32, 33, 2, 3, 34, 36, 6, 4, 41, 42, 9, 13, 21, 24}",1,[41],4,False
2405,"{39, 7, 41, 25, 28}","{33, 2, 3, 4, 36, 6, 34, 35, 5, 42, 13, 16, 21, 24}",1,[],7,True
2406,"{4, 9, 13, 14, 20}","{1, 2, 35, 4, 5, 3, 6, 36, 34, 42, 13, 15, 16, 21, 24, 27}",2,"[4, 13]",12,False
2407,"{2, 43, 13, 14, 30}","{1, 2, 35, 3, 5, 6, 37, 42, 12, 15, 16, 17, 21, 24, 27}",1,[2],3,False
2408,"{2, 37, 11, 13, 24}","{1, 35, 3, 5, 37, 6, 38, 40, 42, 11, 12, 15, 16, 17, 19, 26, 27}",2,"[11, 37]",11,False
2409,"{34, 4, 15, 16, 20}","{1, 35, 3, 5, 38, 6, 40, 8, 42, 10, 12, 15, 16, 17, 19, 23, 26, 27}",2,"[16, 15]",4,False
2410,"{32, 7, 40, 41, 11}","{1, 5, 6, 8, 10, 12, 17, 18, 19, 23, 26, 27, 28, 29, 35, 38, 40, 41, 42}",3,"[40, 41]",9,True
2411,"{8, 41, 19, 25, 28}","{1, 38, 6, 8, 39, 10, 12, 17, 18, 19, 23, 26, 27, 28, 29}",4,"[8, 19, 28]",2,True
2412,"{5, 7, 19, 22, 25}","{38, 39, 9, 10, 43, 12, 17, 18, 23, 26, 27, 29, 30}",0,[],5,False
2413,"{35, 8, 10, 16, 30}","{38, 39, 9, 10, 43, 14, 18, 23, 24, 26, 29, 30}",2,"[10, 30]",11,False
2414,"{39, 12, 15, 21, 26}","{38, 39, 9, 43, 14, 18, 23, 24, 29}",1,[39],9,False
2415,"{36, 7, 15, 21, 29}","{2, 34, 4, 37, 38, 40, 9, 43, 13, 14, 18, 20, 23, 24}",0,[],8,False
2416,"{40, 23, 24, 27, 29}","{2, 34, 4, 37, 38, 40, 9, 41, 43, 13, 14, 18, 20, 23, 24}",3,"[40, 24, 23]",9,False
2417,"{6, 40, 11, 26, 27}","{32, 2, 34, 4, 37, 5, 41, 9, 43, 13, 14, 20, 28}",1,[],7,True
2418,"{9, 41, 12, 21, 30}","{32, 2, 34, 4, 5, 37, 8, 41, 9, 43, 13, 14, 16, 19, 20, 25, 28, 30}",3,"[9, 30, 41]",2,False
2419,"{39, 8, 12, 22, 25}","{32, 2, 34, 4, 5, 37, 35, 8, 10, 13, 14, 16, 19, 20, 22, 25, 28}",3,"[8, 25, 22]",11,False
2420,"{1, 33, 4, 37, 9}","{32, 2, 35, 4, 5, 34, 36, 10, 13, 14, 16, 19, 20, 28}",2,[4],15,True
2421,"{32, 8, 14, 23, 28}","{32, 35, 36, 5, 7, 10, 16, 19, 20, 24, 28}",2,"[32, 28]",13,False
2422,"{4, 43, 17, 24, 29}","{35, 36, 5, 7, 40, 10, 16, 19, 24, 26, 27}",2,[24],5,True
2423,"{32, 2, 4, 39, 42}","{35, 36, 6, 7, 40, 41, 10, 15, 16, 19, 21, 26, 27, 30}",1,[],3,True
2424,"{33, 3, 38, 22, 25}","{35, 36, 6, 7, 40, 41, 10, 12, 15, 19, 21, 26, 27, 30}",1,[],12,True
2425,"{1, 40, 22, 27, 31}","{35, 36, 6, 7, 40, 41, 10, 11, 12, 15, 19, 21, 26, 27, 30}",2,"[40, 27]",11,False
2426,"{4, 37, 39, 41, 13}","{6, 7, 8, 41, 10, 11, 12, 9, 15, 21, 26, 30}",1,[41],15,False
2427,"{1, 33, 13, 14, 15}","{6, 7, 8, 9, 10, 11, 12, 43, 14, 15, 21, 24, 26, 28, 30}",2,"[14, 15]",1,False
2428,"{32, 33, 2, 4, 21}","{6, 8, 9, 11, 12, 43, 21, 23, 24, 28, 30}",1,[21],13,False
2429,"{32, 2, 4, 20, 22}","{3, 6, 8, 9, 42, 11, 43, 12, 17, 23, 24, 28, 29, 30}",0,[],11,False
2430,"{34, 42, 43, 23, 25}","{3, 6, 38, 8, 9, 42, 43, 11, 12, 17, 23, 24, 25, 27, 28, 29}",5,"[25, 42, 43, 23]",4,True
2431,"{3, 36, 5, 6, 42}","{3, 38, 40, 8, 9, 11, 41, 17, 24, 27, 28, 29, 31}",1,[3],1,False
2432,"{32, 4, 40, 12, 28}","{38, 39, 40, 41, 8, 11, 9, 17, 24, 27, 28, 29, 31}",2,"[40, 28]",10,False
2433,"{42, 11, 13, 16, 28}","{33, 37, 38, 39, 41, 14, 17, 21, 24, 27, 29, 31}",0,[],4,False
2434,"{8, 9, 10, 16, 23}","{1, 33, 37, 38, 39, 41, 14, 17, 21, 27, 31}",1,[],3,True
2435,"{4, 37, 43, 27, 29}","{1, 33, 37, 38, 39, 41, 14, 15, 17, 21, 27, 31}",2,"[27, 37]",4,False
2436,"{32, 6, 42, 15, 29}","{1, 2, 33, 34, 3, 38, 39, 5, 41, 36, 14, 15, 20, 21, 22, 25, 31}",2,[15],12,True
2437,"{7, 14, 19, 20, 27}","{1, 2, 34, 36, 5, 3, 38, 33, 41, 39, 14, 20, 21, 22, 25, 31}",2,"[20, 14]",16,False
2438,"{34, 39, 12, 20, 24}","{1, 2, 34, 36, 5, 3, 38, 40, 41, 39, 33, 12, 21, 22, 25, 31}",4,"[34, 12, 39]",7,True
2439,"{32, 34, 12, 13, 27}","{1, 2, 3, 36, 5, 40, 13, 16, 21, 22, 25, 28, 31}",1,[13],6,False
2440,"{5, 7, 10, 43, 25}","{2, 3, 36, 5, 4, 40, 8, 9, 43, 16, 21, 22, 25, 28}",3,"[25, 43, 5]",16,False
2441,"{34, 4, 5, 9, 18}","{2, 3, 4, 36, 8, 9, 40, 11, 42, 16, 22, 23, 28}",2,"[9, 4]",16,False
2442,"{1, 33, 42, 16, 23}","{3, 36, 37, 6, 8, 40, 42, 11, 16, 22, 23, 28}",4,"[16, 42, 23]",5,True
2443,"{32, 33, 39, 43, 31}","{37, 6, 8, 11, 14, 22, 24, 28, 29}",0,[],14,False
2444,"{32, 8, 14, 16, 26}","{37, 6, 8, 11, 14, 15, 19, 24, 27, 28, 29}",2,"[8, 14]",9,False
2445,"{32, 18, 20, 21, 26}","{37, 6, 11, 12, 13, 15, 19, 20, 24, 27, 29}",2,[20],3,True
2446,"{33, 6, 42, 43, 25}","{4, 37, 6, 7, 5, 10, 11, 12, 13, 15, 19, 24, 25, 27, 29}",3,"[25, 6]",10,True
2447,"{36, 40, 10, 42, 24}","{34, 4, 5, 7, 9, 10, 11, 12, 13, 15, 19, 24, 27, 29}",3,"[24, 10]",11,True
